symbol,base_currency,base_currency_desc,close,24h_close_change|5,market_cap_calc
CRYPTO:STOSTUSD,STO,StakeStone,0.12764,-4.543413173652689,28761546.62412
CRYPTO:STOGUSD,STOG,Stooges,0.00011029,-3.7710007304601807,330870
CRYPTO:STONKS4USD,STONKS,Stonks,3.0978e-06,-4.699627207724736,1303213.4819999998
CRYPTO:STONKS5USD,STONKS,STONKS,0.038161,-9.530357269860843,38161000
CRYPTO:STOOSUSD,STOOS,STO Operating System,0.59997,-0.02332905633967589,37198140
CRYPTO:STOPLUSD,STOP,LETSTOP,0.060207,-6.600788061183346,2832061.6262829485
CRYPTO:STOREUSD,STORE,Bit.Store,0.0036558,0.8580020415482675,906638.3999999999
CRYPTO:STORJUSD,STORJ,Storj,0.33201,0.4386495643756071,134953226.440577
CRYPTO:STORMTUSD,STORM,Storm Trade,0.017554,-0.25002841231957557,2041863.480244
CRYPTO:STOSUSD,STOS,Stratos,0.15399,-0.8626794566407056,5974946.5872599995
CRYPTO:STPTUSD,STPT,STP,0.072293,1.8053541000689912,140423389.52087575
CRYPTO:STRAXUSD,STRAX,Stratis [New],0.055287,-2.2230475382003294,108561069.95199773
CRYPTO:STRAXOLDUSD,STRAX,Stratis [Old],0.055317,-1.9396819205333198,
CRYPTO:STRCUSD,STRC,StarChain,0.069013,0,
CRYPTO:STRDUSD,STRD,Stride,0.2976,-0.26917900403769274,26136936.652799997
CRYPTO:STRDYUSD,STRDY,Sturdy,0.85836,-5.317846388034016,16417637.98836
CRYPTO:STREAMFUSD,STREAM,Streamflow,0.019857,3.7573160535117105,1266998.045412
CRYPTO:STREETHUSD,STREETH,STREETH,3.8178e-05,2.997275204359664,
CRYPTO:STRKSUSD,STRK,Starknet,0.18192,-0.12658924541800884,565387343.3307811
CRYPTO:STRKUSD,STRK,Strike,7.5783,-0.47932972632242743,42085344.28399137
CRYPTO:STRMUSD,STRM,StreamCoin,0.0016769,-4.953806042056332,2502990.7137458
CRYPTO:STRONGUSD,STRONG,Strong,1.4939,-3.2636145826588097,206560.0591
CRYPTO:STRUMPUSD,STRUMP,Super Trump Coin,0.00031548,-9.62271177700748,579657.45917772
CRYPTO:STRXSUSD,STRX,StrikeX,0.030716,-0.7303988106780444,30716000
CRYPTO:STRXUSD,STRX,Staked TRX,0.32322,-3.668713119151215,157137797.4312438
CRYPTO:STTSTUSD,STT,Statter Network,0.099095,1.4081191989275395,4988897.046955
CRYPTO:STUPIDUSD,STUPID,StupidCoin,0.0012859,-18.163304270349396,1279267.1104829
CRYPTO:STXSUSD,STX,Stacks,0.97383,-1.517360056685894,1485679714.130148
CRYPTO:STZUSD,STZ,99Starz,0.009692,-5.277560594214235,
CRYPTO:SUAIUSD,SUAI,SuiAI,0.0038087,1.4490051407719153,3808700
CRYPTO:SUDOUSD,SUDO,sudoswap,0.062697,4.01652398964762,1577702.1668460001
CRYPTO:SUGARBUSD,SUGAR,Sugar boy,0.00055797,-0.025084660729970065,544790.7485999999
CRYPTO:SUIUSD,SUI,Sui,4.0114,2.2628128268578336,13391364999.650854
CRYPTO:SUIAUSD,SUIA,Suia,0.019489,1.5369386266541634,
CRYPTO:SUIDEPINUSD,SUIDEPIN,Sui DePIN,0.00031186,-7.109879963065559,94347.0058
CRYPTO:SUIPUSD,SUIP,SuiPad,0.034408,-8.574814176451577,712107.968
CRYPTO:SUIRWAUSD,SUIRWA,SuiRWA,0.00058997,-1.689690223459043,16725.6495
CRYPTO:SUKUUSD,SUKU,Suku,0.034298,-4.08031993735491,15114967.172388747
CRYPTO:SUMMITUSD,SUMMIT,Summit,0.00011529,-2.478430045677551,215477010
CRYPTO:SUNUSD,SUN,Sun (New),0.019561,-2.0300751879699206,376579800.1848991
CRYPTO:SUNCATUSD,SUNCAT,SUNCAT,0.0018519,-2.4494310998735718,1851900
CRYPTO:SUNDOGUSD,SUNDOG,SUNDOG,0.086729,21.56460961951412,86505291.737774
CRYPTO:SUNNYUSD,SUNNY,Sunny Aggregator,1.8939e-05,-3.49062372604974,49950.646289036995
CRYPTO:SUNWUKONGUSD,SUNWUKONG,SunWukong,0.00057127,-4.630974441161241,571270
CRYPTO:SUPEUSD,SUPE,SUPE,0.00092165,11.127857625156743,921650
CRYPTO:SUPERUSD,SUPER,SuperVerse,0.83159,0.15660575104503835,485667360.1018343
CRYPTO:SUPERCUSD,SUPER,PeerMe,0.0079365,-2.0523769561139287,75837.62218453544
CRYPTO:SUPRAUSD,SUPRA,SUPRA,0.0068217,-4.645739659843048,94146972.47255133
CRYPTO:SUSDUSD,SUSD,sUSD,0.93575,0.007481190150480345,34371982.99875073
CRYPTO:SUSDEUSD,SUSDE,Ethena Staked USDe,1.1715,0,2115701209.0576231
CRYPTO:SUSHIUSD,SUSHI,SushiSwap,0.82603,-0.13327033281236628,221894636.86026928
CRYPTO:SUTSUSD,SUT,SuperTrust,5.1327,-3.7176602924634365,967019835.2364
CRYPTO:SVLUSD,SVL,Slash Vision Labs,0.0039048,-0.8355131167940618,11015546.11537552
CRYPTO:SVNSUSD,SVN,StakeVault.Network,0.00991,-1.5399900645802176,1040550
CRYPTO:SVPNUSD,SVPN,Shadow Node,0.0017709,8.501758778990036,1770900
CRYPTO:SVTSUSD,SVTS,Syncvault,0.33528,-0.047698545194369626,335280000
CRYPTO:SWANCUSD,SWAN,Swan Chain,0.018504,13.584257953779188,1813392
CRYPTO:SWAPUSD,SWAP,TrustSwap,0.10339,-3.256292692055779,10338500.005959999
CRYPTO:SWARMSUSD,SWARMS,Swarms,0.0417,3.574178485382884,41699367.411
CRYPTO:SWASHUSD,SWASH,Swash,0.0042778,-1.3149395589185144,4258902.002463184
CRYPTO:SWAYUSD,SWAY,Sway Protocol,0.0010809,-1.5753050446184507,35694.38556080019
CRYPTO:SWCHUSD,SWCH,Swisscheese,0.37968,0.9679821295606936,16420703.533677282
CRYPTO:SWEATUSD,SWEAT,Sweat Economy,0.0048962,3.9996601457125207,34608499.106270306
CRYPTO:SWELLUSD,SWELL,Swell Network,0.013551,13.265903201538077,29953813.023347665
CRYPTO:SWETHUSD,SWETH,swETH,2822.5,4.970136042783926,108061258.6923953
CRYPTO:SWFTCUSD,SWFTC,SwftCoin,0.014711,-2.897689768976899,147110000
CRYPTO:SWGTUSD,SWGT,SmartWorld Global Token,0.10129,0.605639396346306,9774485
CRYPTO:SWINGXUSD,SWING,Swing.xyz,0.0021218,-2.212185454880628,
CRYPTO:SWINGBYUSD,SWINGBY,Swingby,0.00010009,-8.477050825805275,89058.89007146056
CRYPTO:SWOPUSD,SWOP,Swop,0.16916,-20.656814449917903,670133.4687702177
CRYPTO:SWRVUSD,SWRV,Swerve,0.0042368,-5.000224225301586,78461.2807833002
CRYPTO:SXCHUSD,SXCH,SolarX,0.0072866,-6.492139878087906,515321.2153819914
CRYPTO:SXPUSD,SXP,Solar,0.22487,-1.896770246055684,144587255.3261941
CRYPTO:SXTUSD,SXT,Space and Time,0.1389547875,,194536702.5
CRYPTO:SYLUSD,SYL,myDID,0.00018919,-0.9165182779930949,1473872.7773221838
CRYPTO:SYLOUSD,SYLO,Sylo,0.00045618,-1.9452403007259615,2703484.9926718064
CRYPTO:SYNUSD,SYN,Synapse,0.28915,-3.168117883456118,53428271.687006675
CRYPTO:SYNCHUSD,SYNC,Syncus,5.6797e-05,-12.770303477085635,238449.7218004828
CRYPTO:SYNTUSD,SYNT,Synternet,0.021376,-1.737611473751953,14010184.450687999
CRYPTO:SYNTHRUSD,SYNTH,SYNTHR,0.0011919,16.59004206201702,185445.67569960002
CRYPTO:SYRUPUSD,SYRUP,Maple Finance,0.26555,4.499862329386778,281272727.796709
CRYPTO:SYSUSD,SYS,Syscoin,0.06141,-1.5107775211701284,50001147.9588636
CRYPTO:TUSD,T,Threshold,0.018592,-0.1771812080536822,188305981.98534584
CRYPTO:T23USD,T23,T23,9.8395e-11,-2.4043087116515722,24598.75
CRYPTO:TABOOUSD,TABOO,TABOO TOKEN,9.7195e-05,-5.276210853919467,950827.3959856
CRYPTO:TADAUSD,TADA,Ta-da,0.0050957,-0.8618677042801504,3386495.4803721
CRYPTO:TAITAUSD,TAI,TARS AI,0.099572,-10.991417843733238,68872478.23653999
CRYPTO:TAIKOUSD,TAIKO,Taiko,0.78119,0.29947431332982716,80643959.89025654
CRYPTO:TAKIUSD,TAKI,Taki Games,0.00022979,-0.06523440897625625,269053.91788363
CRYPTO:TALENTUSD,TALENT,Talent Protocol,0.0079746,1.6066764349875842,1154590.2054942087
CRYPTO:TALKCUSD,TALK,CrypTalk,0.48298,-10.997970854085963,4829800
CRYPTO:TALKUSD,TALK,Talken,0.01073,-9.229337619490737,2666170.2180503
CRYPTO:TAMAUSD,TAMA,Tamadoge,0.00041768,-9.620461332063869,581975.7725119201
CRYPTO:TANPINUSD,TANPIN,Tanpin,0.040548,0.9711639025847938,
CRYPTO:TAOBUSD,TAO,Bittensor,460.33,2.2106689773156583,4044583669.1
CRYPTO:TAOCATUSD,TAOCAT,TAOCat by Virtuals & Masa,0.0043863,-9.165648491374839,4386300
CRYPTO:TAONUUSD,TAONU,TAO INU,0.0027029,-6.847945960849187,2506273.8122008997
CRYPTO:TAPPUSD,TAP,Tap Protocol,0.72096,3.5668625113125447,1441920
CRYPTO:TAPUSD,TAP,TAP FANTASY,0.00040388,0.1487800039674704,
CRYPTO:TAPROOTUSD,TAPROOT,Taproot Exchange,0.00071616,-0.3867341828501433,7161.599999999999
CRYPTO:TAPSUSD,TAPS,TapSwap,0.0033398,-0.6189370945664486,1636502
CRYPTO:TAPTUSD,TAPT,Tortuga Finance Aptos,14.847,-3.3838745363441225,
CRYPTO:TARAUSD,TARA,Taraxa,0.0039838,-7.074712509621895,21378659.3880556
CRYPTO:TARDIUSD,TARDI,Tardi,0.0035306,32.8842390486226,3530600
CRYPTO:TARIUSD,TARI,Tari World,0.057817,-0.3687684168806309,
CRYPTO:TATTEUSD,TAT,Tell A Tale,0.00095095,-1.1465934842720202,
CRYPTO:TATETUSD,TATE,Tate Terminal,0.00062147,-3.396443449605159,621469.9993785301
CRYPTO:TATSU2USD,TATSU,Taτsu,6.1097,0.800171583184844,4276790
CRYPTO:TAURUSD,TAUR,Marnotaur,0.00078986,-1.8868393267498909,8293.53
CRYPTO:TAVAUSD,TAVA,ALTAVA,0.013336,-4.7156330380108535,9280228.267392868
CRYPTO:TBANKUSD,TBANK,TaoBank,0.021499,-6.542340462528254,127141.49566700001
CRYPTO:TBCTUSD,TBC,Ten Best Coins,12928.84,-0.7486427249519579,38902879.56
CRYPTO:TBCCUSD,TBCC,TBCC,0.00068854,-2.0917170280839,688540
CRYPTO:TBTCUSD,TBTC,tBTC,102646.6,0.541167413200175,923819.4
CRYPTO:TBTC2USD,TBTC,tBTC,103372.28,0.8189788852586973,522027217.57514894
CRYPTO:TBULLUSD,TBULL,Tron Bull,0.0032188,-7.947493350873685,3218799.990955172
CRYPTO:TCAPYUSD,TCAPY,TonCapy,0.001193,-6.353545394300868,127126080
CRYPTO:TCGCUSD,TCGC,TCG Verse,0.024135,3.0881599179907804,
CRYPTO:TCPUSD,TCP,The Crypto Prophecies,0.00025589,-1.1053140096618292,29883.47673979
CRYPTO:TCTUSD,TCT,TokenClub,0.00043578,-3.286801748818222,
CRYPTO:TDUSD,TD,The Big Red,2.8559e-06,-0.6124934748564486,2855900
CRYPTO:TDROPUSD,TDROP,ThetaDrop,0.0018573,-0.8838317015083313,22211090.1163488
CRYPTO:TEDDYV2USD,TEDDYV2,Teddy Doge,3.0658e-08,0.5312172088142872,15902947.164980255
CRYPTO:TEERUSD,TEER,Integritee Network,0.19019,1.1541325390915889,756584.7132844
CRYPTO:TELUSD,TEL,Telcoin,0.0058782,-3.340628959797259,534959531.44521
CRYPTO:TEMAUSD,TEMA,TEMA,0.0023869,-3.695783740165417,2386893.9802382
CRYPTO:TEMCOUSD,TEMCO,TEMCO,0.0016232,-1.6182798957512543,6449389.8095816
CRYPTO:TENETUSD,TENET,TENET,0.00063451,-2.250739462657131,500247.684
CRYPTO:TERMINUS2USD,TERMINUS,TERMINUS,0.033838,1.7153481676962636,3383800
CRYPTO:TERRAPUSD,TERRA,Terraport,0.0029099,-0.706339998635085,
CRYPTO:TESTIUSD,TES,Titan Trading Platform,0.015819,-3.383619373358572,158190
CRYPTO:TESLAIUSD,TESLAI,Tesla AI,1.6189e-14,-1.4248310296535458,67993.79999999999
CRYPTO:TETUSD,TET,Tectum,1.4529,-3.094777562862669,11200081.537953436
CRYPTO:TEVAUSD,TEVA,Tevaera,0.0072476,-2.6620370370370448,2469872.496288
CRYPTO:TFITUSD,TFI,TrustFi Network,0.0044308,-0.8858267716535405,209909.15000000002
CRYPTO:TFUELUSD,TFUEL,Theta Fuel,0.040408,-0.6905703964021443,280330965.459752
CRYPTO:TGRASSUSD,TGRASS,Top Grass Club,0.00034998,-30.01799640071985,13474.23
CRYPTO:THALESUSD,THALES,Thales,0.11388,3.1615182534649815,6965345.5013999995
CRYPTO:THAPTUSD,THAPT,Thala APT,5.7609,-2.296355341485334,40970414.707200006
CRYPTO:THENUSD,THE,Thena,0.34117,-1.493140794223829,34607460.58408091
CRYPTO:THEUSD,THE,The Protocol,9.5535e-05,-4.521332413875813,95535
CRYPTO:THETAUSD,THETA,Theta Network,1.00602,0.6136136136136217,1006019999.9999999
CRYPTO:THGUSD,THG,Thetan World,0.0027719,1.9830757910228092,314846.13305015396
CRYPTO:THLUSD,THL,Thala,0.14455,-1.2674616695059628,7085173.1790000005
CRYPTO:THNUSD,THN,Throne,0.0012679,6.629279316983341,495434.8576527
CRYPTO:THOLUSD,THOL,AngelBlock,0.0018003,-1.098719991210243,344767.34804939997
CRYPTO:THREEUSD,THREE,Three Protocol Token,0.0078615,-5.297502020336027,668227.5
CRYPTO:TIA2USD,TIA,Celestia,3.2057,2.4965592292673655,2031827038.155323
CRYPTO:TICOUSD,TICO,Funtico,0.0047348,2.3984082700750387,8925098
CRYPTO:TIDALUSD,TIDAL,Tidal Finance,2.3228e-05,4.4048903272204125,20097.474847211997
CRYPTO:TIFIUSD,TIFI,TiFi Token,2.8659e-09,-2.870602589303868,224792.5983
CRYPTO:TIMEUSD,TIME,Chrono.tech,13.836,-3.271812080536912,9825123.468
CRYPTO:TIME4USD,TIME,TIME,4.3005e-07,0,200687.0935377519
CRYPTO:TIMESUSD,TIMES,DARKTIMES,0.0016173,-0.7730535615682065,200452.9556772
CRYPTO:TINUSD,TIN,Token IN,0.0035417,13.690934771443253,73587.6292496
CRYPTO:TIPCOUSD,TIP,Tipcoin,1.7409e-05,1.9083299186325584,
CRYPTO:TIPUSD,TIP,SugarBounce,9.0925e-05,10.569877231338454,16161.472062284292
CRYPTO:TIPSUSD,TIPS,FedoraCoin,1.5689e-06,-11.775291008266326,333030.19187984813
CRYPTO:TITANIUSD,TITAN,IRON Titanium Token,9.9655e-09,-3.8361320208454037,348193.00738667935
CRYPTO:TITCOINUSD,TITCOIN,titcoin,0.071126,-2.413707543008385,68606472.12205599
CRYPTO:TITSUSD,TITS,We Love Tits,0.0013339,-23.28617437313089,1333807.514230246
CRYPTO:TJRMUSD,TJRM,Tajir Tech Hub,0.019737,-4.541497388276257,12631670.19234769
CRYPTO:TKAIUSD,TKAI,TAIKAI,0.0024429,-0.1471489883506998,183950.0719662
CRYPTO:TKOUSD,TKO,Toko Token,0.18872,-0.9506302521008434,31830883.06868201
CRYPTO:TLMUSD,TLM,Alien Worlds,0.0072648,12.927083171485842,42166905.68267393
CRYPTO:TLOSUSD,TLOS,Telos,0.091495,-0.8380493939591014,40620495.02525168
CRYPTO:TMAIUSD,TMAI,Token Metrics AI,0.00090605,-4.09124589816873,6175889.4393578
CRYPTO:TNCTUSD,TNC,Trinity Network Credit,9.4435e-05,1.1965976775078162,
CRYPTO:TNSRUSD,TNSR,Tensor,0.18109,-7.157527212980068,69048377.41765775
CRYPTO:TOHUSD,TOH,TeddyOnHeels,0.00015749,0.22910965442627337,157490
CRYPTO:TOKEUSD,TOKE,Tokemak,0.19739,6.734593799378853,16315468.915657047
CRYPTO:TOKENFUSD,TOKEN,TokenFi,0.024907,-0.2603019502623006,24907492.884623
CRYPTO:TOKKIUSD,TOKKI,CRYPTOKKI,0.0094255,2.3320703095312987,
CRYPTO:TOKOUSD,TOKO,Tokoin,0.00030508,1.4026457488532815,570779.45690084
CRYPTO:TOMCOUSD,TOM,TOMCoin,0.00027105,-1.0838624917889133,2710500
CRYPTO:TOMAUSD,TOMA,Tomarket,1.0214e-06,-7.0355875125147795,754957.596
CRYPTO:TOMIUSD,TOMI,tomi,0.0014146,-0.6112555329164575,2788040.132705691
CRYPTO:TONTOUSD,TON,TON Token,0.010783,-14.018020891475965,13170368.93181159
CRYPTO:TONUSD,TON,Toncoin,3.2905,-3.930615582291783,8194113460.724492
CRYPTO:TONTUSD,TON,Tokamak Network,1.2123,0.25636784651007943,53148994.6842
CRYPTO:TONICUSD,TONIC,Tectonic,3.0918e-08,-2.176801873062075,7659436.099029522
CRYPTO:TOPUSD,TOP,TOP,0.00017899,-3.2695633376567295,2577560.35188596
CRYPTO:TORNUSD,TORN,Tornado Cash,8.1318,4.739458568374422,42758335.66588939
CRYPTO:TORSYUSD,TORSY,TORSY,0.00100195,-5.046436694465516,701364.6723623499
CRYPTO:TOSCUSD,TOS,Cryptopia,0.00011699,3.056730091613818,32523.22
CRYPTO:TOSHI3USD,TOSHI,Toshi,0.00085119,-0.6420058597625712,347344507.467
CRYPTO:TOWERUSD,TOWER,TOWER,0.00088796,177.43548084734115,1998571.4351814715
CRYPTO:TOXUSD,TOX,INTOverse,0.00039938,18.103856162763194,39938
CRYPTO:TPROUSD,TPRO,TPRO Network,0.0032168,2.3611022720040715,3385687.8738768003
CRYPTO:TPTUSD,TPT,TokenPocket,0.0068767,-0.9601660827818865,23837787.60258
CRYPTO:TPYUSD,TPY,Thrupenny,0.0017843,-12.248895138609875,156297.0628233
CRYPTO:TRAUSD,TRA,Trabzonspor Fan Token,0.65877,-0.40215895861995915,4305455.23569
CRYPTO:TRACUSD,TRAC,OriginTrail,0.45709,-0.8075926772459231,228337917.9361182
CRYPTO:TRAC2USD,TRAC,trac (Ordinals),0.4523,-15.029118917903443,9498300
CRYPTO:TRACEUSD,TRACE,Trace Network Labs,0.00056337,5.184839432412245,56066.50892463469
CRYPTO:TRADEPUSD,TRADE,Polytrade,0.21517,-0.7701531082826069,8884127.23375
CRYPTO:TRALAUSD,TRALA,TRALA,0.0100495,4.990701853360907,208511.24678999998
CRYPTO:TRAVAUSD,TRAVA,TRAVA.FINANCE,0.00013799,-2.5356688797852884,551885.2941203489
CRYPTO:TRAXXUSD,TRAXX,Traxx,0.0017255,1.17778038204618,77381.037643665
CRYPTO:TRBUSD,TRB,Tellor,36.543,1.9323131911091262,97330636.065
CRYPTO:TRCMUSD,TRC,MetaTrace,0.00019999,0.9846495657442906,71566.3396860909
CRYPTO:TRCTEUSD,TRC,Terrace,0.0018259,-0.2969806962547328,
CRYPTO:TRCLUSD,TRCL,Treecle,0.0017649,2.5151022304832726,1729286.8365123
CRYPTO:TREAT3USD,TREAT,Shiba Inu TREAT,0.0030401,-10.768282300443296,2766491
CRYPTO:TREEINCATUSD,TREEINCAT,Tree Stuck In Cat,0.00058427,-2.3466096170881303,512869.959773985
CRYPTO:TREMPUSD,TREMP,Doland Tremp,0.031558,-4.704674477593903,3155772.79952864
CRYPTO:TRENCHAIUSD,TRENCHAI,Trenches AI,0.00048898,-4.327920172177664,488972.03060396
CRYPTO:TRENCHERUSD,TRENCHER,Trencher,0.0020025,-52.780204471938234,
CRYPTO:TRGUSD,TRG,The Rug Game,9.0175e-08,0.5553263378569707,436165.15843156475
CRYPTO:TRIASUSD,TRIAS,Trias Token (new),2.1279,1.454181367407265,10639500
CRYPTO:TRIBEUSD,TRIBE,Tribe,0.36798,-0.21422566911625482,170531189.82205412
CRYPTO:TRIOOUSD,TRIO,OrdinalsBot,0.74296,-3.7546707898466765,2079041.3131199998
CRYPTO:TRISIGUSD,TRISIG,TRI SIGMA,0.0042598,-6.396536948735412,4259573.399939001
CRYPTO:TRIVIAUSD,TRIVIA,Trivians,0.00010789,0.7188200149365145,12382.25446233
CRYPTO:TROGUSD,TROG,Trog,5.4497e-06,-6.197801443981404,2292634.293
CRYPTO:TROLLSOUSD,TROLL,TROLL (SOL),0.016426,-44.50285164570879,16409499.841834174
CRYPTO:TROLL2USD,TROLL,Troll,6.4982e-09,-5.665960718326622,6241001.244
CRYPTO:TROYUSD,TROY,TROY,0.00014064,-4.684044763117344,1406400
CRYPTO:TRRUSD,TRR,Terran Coin,0.00057107,1.2876678313616352,13507.72372413
CRYPTO:TRRUEUSD,TRRUE,TRRUE,0.027709,0.30407239819004794,8312700
CRYPTO:TRTTUSD,TRT,TRUST AI,1.0799,1.5516268572503462,4103620.0000000005
CRYPTO:TRUUSD,TRU,TrueFi,0.048061,3.0347192456065164,61780582.662332736
CRYPTO:TRUEBUSD,TRU,Truebit,0.13699,-5.926383738497458,
CRYPTO:TRUFUSD,TRUF,Truflation [New],0.048003,-1.0227014989999863,15111940.549256999
CRYPTO:TRUMPOFUSD,TRUMP,OFFICIAL TRUMP,12.893,-1.5280006112002527,2578592093.2959747
CRYPTO:TRUMPMUSD,TRUMP,MAGA,0.21617,-4.408773326258073,9510908.66269
CRYPTO:TRUMPSIMUSD,TRUMP,Simpson Trump,4.8998e-14,-2.0216361055010164,20579.16
CRYPTO:TRUMP2024USD,TRUMP2024,Donald Trump,7.9715e-11,13.706387470401978,61535.680284501
CRYPTO:TRUMPCOINUSD,TRUMPCOIN,MAGA: Fight For Trump,0.00088241,-9.635432667690734,176482
CRYPTO:TRUMPEPEUSD,TRUMPEPE,Trump Pepe,1.1799e-10,6.283808150018022,49555.799999999996
CRYPTO:TRUMPIUSUSD,TRUMPIUS,Trumpius Maximus,0.0079196,5.014983955233782,365478.9499623083
CRYPTO:TRUSTTUSD,TRUST,TRUST THE PROCESS,0.0010319,-4.389701796629002,1031895.1738037001
CRYPTO:TRVLUSD,TRVL,TRVL,0.010633,-1.106770833333327,4430224.451455605
CRYPTO:TRXUSD,TRX,TRON,0.26801,-2.3923967664408874,25435182555.87228
CRYPTO:TSMTUSD,TSM,Tusima Network,0.0014479,-39.12549926424217,1447900
CRYPTO:TSTTEUSD,TST,Test,0.063597,-3.559080431881599,60246946.91211989
CRYPTO:TSTTUSD,TST,Teleport System Token,0.0024049,-2.9595141700404852,961960.0000000001
CRYPTO:TSUGTUSD,TSUGT,Captain Tsubasa,0.0016849,2.326005101421111,301395.1596803
CRYPTO:TSUKAUSD,TSUKA,Dejitaru Tsuka,0.0036998,-13.592414405156703,3699800
CRYPTO:TTUSD,TT,ThunderCore,0.0030458,-3.8755286246291787,37018072.4299018
CRYPTO:TTCTUSD,TTC,Tongtongcoin,0.061197,-0.4797372015871929,9884625.421785
CRYPTO:TTKUSD,TTK,The Three Kingdoms,0.00080916,3.084665859718416,39302.05748964
CRYPTO:TTMUSD,TTM,Tradetomato,0.0024069,-2.6531850353892765,194089.0487469
CRYPTO:TTTUSD,TTT,TabTrader Token,0.00090095,1.9973712886302626,18960.1431814
CRYPTO:TUAUSD,TUA,Atua AI,0.00010329,-2.020489470688682,61974
CRYPTO:TUBESUSD,TUBES,TUBES,0.42068,-3.5179544381998307,16406520
CRYPTO:TUNEBUSD,TUNE,Bitune,0.001445,-1.0002740476842842,45230.593805000004
CRYPTO:TUPUSD,TUP,TenUp,0.0093595,1.4932008935348768,986227.36453347
CRYPTO:TURBOUSD,TURBO,Turbo,0.0058989,2.4500277623542512,407024100
CRYPTO:TURBOSUSD,TURBOS,Turbos Finance,0.0019853,2.6056775797762164,3692658.0000000005
CRYPTO:TURTUSD,TURT,Turtsat,0.00058997,4.525465883285865,560471.5
CRYPTO:TUSDUSD,TUSD,TrueUSD,0.9981,-0.0150262960180299,494574602.4423
CRYPTO:TUTOUSD,TUT,Tutorial,0.032981,4.340535923312997,27672622.09113855
CRYPTO:TWIFUSD,TWIF,Tomwifhat,0.00029066,-0.192294485268881,
CRYPTO:TWINPUSD,TWIN,Twin Protocol,0.0066427,-3.775006156475897,298921.5
CRYPTO:TWTUSD,TWT,Trust Wallet Token,0.8836,-0.057660346640438044,368151851.64000005
CRYPTO:TX20USD,TX20,Trex20,0.00090135,-5.288542367182247,19180.34492625
CRYPTO:TXCUSD,TXC,TEXITcoin,0.80811,0.47370384185005343,33297472.72674
CRYPTO:TXTUSD,TXT,Taxa Token,0.0013701,-14.555659494855014,
CRYPTO:TXTTEUSD,TXT,Textopia,0.0040922,0,
CRYPTO:TYPEIUSD,TYPE,TypeIt,1.8179e-05,12.049528737756441,161.7931
CRYPTO:TYTUSD,TYT,Bounty Temple,0.0044859,-10.610951697752272,7473.5094
CRYPTO:UCOIUSD,U,Ucoin,0.014589,4.036226199814581,1185195.7272329999
CRYPTO:U2UUSD,U2U,U2U Network,0.0041758,2.1402538952621084,6372311.042184601
CRYPTO:UBSNUSD,UBSN,Silent Notary,4.6459e-06,16.0517573002273,296375.59086266597
CRYPTO:UBUUSD,UBU,Africarare Ubuntu,0.017659,-0.41730107708790215,744621.172553
CRYPTO:UBXUSD,UBX,UBIX.Network,6.8237e-06,-12.112366806587026,310875.17028425913
CRYPTO:UBXSUSD,UBXS,UBXS Token,0.028509,55.866390645107145,1629433.89063
CRYPTO:UCOUSD,UCO,Archethic,0.00024499,88.89482521752404,101805.27091651488
CRYPTO:UDAOUSD,UDAO,UDAO,0.13079,0.283698819199495,866996.119853262
CRYPTO:UDOUSD,UDO,Unido EP,0.00078476,-9.794590618067286,79306.01324419383
CRYPTO:UDSUSD,UDS,Undeads Games,0.85056,3.261027982899344,38953951.98336
CRYPTO:UFDUSD,UFD,Unicorn Fart Dust,0.050994,4.7049883966894654,50994000
CRYPTO:UFOUSD,UFO,UFO Gaming,2.9989e-07,0.6139703415419748,7724439.393939317
CRYPTO:UFTUSD,UFT,UniLend,0.0099545,0.37813854996470037,912543.2142218625
CRYPTO:ULDUSD,ULD,Unlighted,3.2338e-05,-5.236491349281757,1912.7927
CRYPTO:ULTIVUSD,ULTI,Ultiverse,0.0038348,2.8514766575548047,15364769.5490568
CRYPTO:ULTIMATOUSD,ULTIMA,Ultima,14588.47,0.8832183669588323,545740074.23
CRYPTO:ULXUSD,ULX,ULTRON,0.012139,18.219763152785866,103189186.341966
CRYPTO:UMAUSD,UMA,UMA,1.3294,-0.5535607420706219,115278607.82376304
CRYPTO:UMBUSD,UMB,Umbrella Network,0.0033158,0.18733381677542932,971405.5084488
CRYPTO:UNAUSD,UNA,Unagi Token,0.012289,-0.5096262740656897,2822551.689217
CRYPTO:UNCOMMONGOODSUSD,UNCOMMONGOODS,Uncommon Goods,0.088106,-2.1453886919906253,3207326.4184520002
CRYPTO:UNCXUSD,UNCX,UNCX Network,237.89,7.957740092500232,11088197.465562688
CRYPTO:UNDEADUSD,UNDEAD,Undead Blocks,0.0028399,-2.832996886440622,42598.5
CRYPTO:UNFIUSD,UNFI,Unifi Protocol DAO,0.28329,22.967814695931303,2705037.08784117
CRYPTO:UNI2USD,UNI,UNI,0.0016017,22.164594615208603,1601700
CRYPTO:UNIUSD,UNI,Uniswap,6.8593,-0.9614551754005966,4312365337.644903
CRYPTO:UNIBOTUSD,UNIBOT,Unibot,3.5118,-1.0817815590049924,3511800
CRYPTO:UNICEUSD,UNICE,UNICE,0.0012322,-0.3960876242826104,
CRYPTO:UNIOUSD,UNIO,Unio Coin,0.00024489,-1.0341345182791475,141240.3075
CRYPTO:UNIT0USD,UNIT0,UNIT0,0.22524,3.5452829319950334,1148554.16904
