symbol,name,close,change,volume,market_cap_basic
OTC:SPAUF,SPAUF,0.1117,1.5454545454545392,653959,49677718.40062499
NYSE:SPB,SPB,61.86,-3.4945397815912562,663349,1546741655.9999998
NASDAQ:SPBC,SPBC,37.66,0.05313496280551546,1141,
AMEX:SPBO,SPBO,28.51,-0.10511562718990043,927192,
CBOE:SPBU,SPBU,24.4311,-0.1997549019607832,3354,
AMEX:SPBW,SPBW,24.7611,-0.03754481154926704,18832,
AMEX:SPBX,SPBX,24.6614,0.02960967952592368,13904,
NASDAQ:SPC,SPC,21.08,0.1901140684410606,10075,
NASDAQ:SPCB,SPCB,6.87,4.725609756097569,91918,23876892
NYSE:SPCE,SPCE,3.07,-2.2292993630573337,1010967,122772452.99999999
OTC:SPCNF,SPCNF,0.02,8.108108108108116,150000,3861076.7999999993
OTC:SPCO,SPCO,0.8,0,12000,3239200.0000000005
NASDAQ:SPCX,SPCX,24.5,0,25,
NASDAQ:SPCY,SPCY,14.5225,-1.0351360191898782,1593,
CBOE:SPCZ,SPCZ,27.1235,0.1928241347848058,1,
AMEX:SPD,SPD,34.9975,-0.173994894248185,3637,
AMEX:SPDG,SPDG,36.67,0.13653741125069432,772,
AMEX:SPDN,SPDN,11.36,0.08810572687224483,6880941,
OTC:SPDRF,SPDRF,74.2672,5.140274901148555,151,
AMEX:SPDV,SPDV,30.8409,-0.09556079610241121,3319,
AMEX:SPDW,SPDW,38.43,0.4968619246861865,1906044,
NYSE:SPE,SPE,14.8,-0.2695417789757355,25509,
NYSE:SPE/PC,SPE/PC,24.35,1.627712854757932,400,
OTC:SPEC,SPEC,0.0011,0,3242,20402
AMEX:SPEM,SPEM,40.37,0.6984285357944475,1259206,
AMEX:SPEU,SPEU,46.49,0.7367280606717301,298335,
OTC:SPEV,SPEV,0.02,0,1875,983804.0201005025
AMEX:SPFF,SPFF,8.7599,-0.1254147236885523,15886,
NASDAQ:SPFI,SPFI,34.53,-0.14459224985539954,26719,560341975
OTC:SPFX,SPFX,1.682,1.9393939393939412,1700,5048045.312
OTC:SPFYF,SPFYF,0.018,153.52112676056336,14000,818254.7999999999
NYSE:SPG,SPG,163.19,0.11042267345562042,1612151,53239667561
NYSE:SPG/PJ,SPG/PJ,59.15,-0.5213588967373062,271,53239667561
OTC:SPGDF,SPGDF,19.9,1.842374616171952,6000,3957888892.235157
NYSE:SPGI,SPGI,507.73,0.02364019621362947,941829,155720800567
AMEX:SPGM,SPGM,63.73,0.12568735271013087,56544,
AMEX:SPGP,SPGP,99.13,0.0807672892478529,163837,
OTC:SPGYF,SPGYF,5.73,0.7029876977152906,630817,3366374984.320896
NYSE:SPH,SPH,18.91,0.2119766825649133,219475,1228381598
AMEX:SPHB,SPHB,83.2,0.13238656878083935,152237,
OTC:SPHCF,SPHCF,7.74,1.3089005235602165,500,
AMEX:SPHD,SPHD,47.35,-0.042220814861718435,445789,
NASDAQ:SPHL,SPHL,0.5488,7.7769049489395075,412237,6311199.999999999
AMEX:SPHQ,SPHQ,67.23,-0.31138790035586267,861147,
NYSE:SPHR,SPHR,32.51,2.944901836605446,864318,1170340948
OTC:SPHRF,SPHRF,0.0597,-15.677966101694912,700,24968021.223333336
OTC:SPHRY,SPHRY,0.5782,-4.057081224591384,1595,24083350.28039
AMEX:SPHY,SPHY,23.18,0.08635578583764929,2657285,
AMEX:SPIB,SPIB,33,0.030312215822970626,2341773,
OTC:SPIEF,SPIEF,0.0021,-74.54545454545455,1232,66367
CBOE:SPIN,SPIN,28.4707,0.12519737929531566,2037,
AMEX:SPIP,SPIP,25.86,0.19372336303758508,87171,
NYSE:SPIR,SPIR,9.83,3.039832285115314,360097,319223745
OTC:SPKKY,SPKKY,6.545,1.4728682170542597,103146,2464280989.7456098
NASDAQ:SPKL,SPKL,10.87,0.36934441366573545,181,108699999.99999999
NASDAQ:SPKLU,SPKLU,10.93,0.5519779208831693,500,178672208.64000002
AMEX:SPLB,SPLB,21.76,-0.09182736455463532,4276780,
AMEX:SPLG,SPLG,66.38,-0.10534236267871692,4641240,
OTC:SPLP,SPLP,37.25,-0.6666666666666667,413,713360576.9999999
OTC:SPLPP,SPLPP,24.23,0.041288191577215375,4025,713360577
AMEX:SPLV,SPLV,72.6,-0.12381345439538233,2076931,
NYSE:SPMA,SPMA,24.78,0.6327109104052226,7930,
AMEX:SPMB,SPMB,21.8,0.13780431786863176,608651,
NYSE:SPMC,SPMC,19.28,-1.431492842535775,25427,391085719.12
AMEX:SPMD,SPMD,51.68,-0.11596443757248218,897574,
OTC:SPMEF,SPMEF,0.285,0.28149190710765915,1000,14778367.2
AMEX:SPMO,SPMO,98.48,-0.02030456852791474,1163808,
OTC:SPMTF,SPMTF,0.013,21.49532710280374,26000,3741771.8
CBOE:SPMV,SPMV,46.2552,-0.30798674945740745,952,
OTC:SPMYY,SPMYY,9.7,1.5706806282722363,600,1430596287.6196
OTC:SPND,SPND,2.46,2.894428643132003,100,16580259.999999998
OTC:SPNRF,SPNRF,0.02,238.98305084745766,10000,3398830.6666666665
NASDAQ:SPNS,SPNS,28.39,0.21178962230851492,144065,1586638314.9999998
NYSE:SPNT,SPNT,19.27,-0.1554404145077779,528402,2246669141
NYSE:SPNT/PB,SPNT/PB,25.42,0.2365930599369175,23084,2246669141
OTC:SPNUF,SPNUF,2.5,4.6025104602510405,10054,1435873409.5744681
OTC:SPOFF,SPOFF,0.135,17.39130434782609,500,18602877.134831466
OTC:SPOI,SPOI,0.0001,-50,350,437.25600000000003
NASDAQ:SPOK,SPOK,16.46,-0.4836759371221179,88418,338619976
OTC:SPOM,SPOM,0.0007,-12.500000000000005,1151515,161681
OTC:SPONF,SPONF,1e-06,0,25000,
NYSE:SPOT,SPOT,648.25,-1.0698043524707737,1211472,130158176327
OTC:SPOWF,SPOWF,0.0064,-19.49685534591195,100,128544.99999999999
OTC:SPPJY,SPPJY,1.75,10.062893081761,7168,1010743102.3408
NASDAQ:SPPL,SPPL,3.31,3.437499999999996,33057,11716682
AMEX:SPPP,SPPP,9.74,1.3527575442247741,117476,202401096
AMEX:SPQ,SPQ,24.6054,0.6355828220858905,299,
OTC:SPQS,SPQS,0.0002,0,3500000,488873
NYSE:SPR,SPR,36.7,0.6582556226001152,1046911,4305605158
OTC:SPRB,SPRB,0.0746,2.9675638371290534,186229,3150453.9999999995
NASDAQ:SPRC,SPRC,0.3443,-1.6285714285714237,677014,3728167.0000000005
AMEX:SPRE,SPRE,19.28,0.836820083682009,48657,
OTC:SPRN,SPRN,0.0001,0,27515,2182.06
NASDAQ:SPRO,SPRO,0.62,7.826086956521746,81463,34664598
OTC:SPRQF,SPRQF,0.6379,-1.8615384615384614,6020,74465326.53032608
OTC:SPRS,SPRS,2.2,0.2277904328018377,2420,12522562
NYSE:SPRU,SPRU,1.66,-5.142857142857148,60357,30009873.999999996
OTC:SPRV,SPRV,1e-06,-99,325000,293.00000000000006
NASDAQ:SPRX,SPRX,23.01,0.34888791975578654,16252,
NASDAQ:SPRY,SPRY,13.44,-0.3706449221645716,1086502,1319949319
AMEX:SPSB,SPSB,29.96,0.06680026720106738,3177385,
NASDAQ:SPSC,SPSC,143.87,-0.8681871425618348,181498,5463805309
AMEX:SPSK,SPSK,18.02,0.055524708495269345,49462,
AMEX:SPSM,SPSM,40.4,0,1384160,
OTC:SPSO,SPSO,0.0001,0,483,43283.3
OTC:SPSTF,SPSTF,0.4387,10.979003288641536,4000,986889601.8704
OTC:SPSTY,SPSTY,9.06,-2.1598272138228864,201,1081062535.443
NASDAQ:SPT,SPT,23.9,9.58276020174232,1527002,1395335802
AMEX:SPTB,SPTB,30.195,-0.016556291390725182,3748,
AMEX:SPTE,SPTE,26.94,0.23365529147382486,32043,
AMEX:SPTI,SPTI,28.44,0.10559662090813494,1038094,
OTC:SPTJF,SPTJF,0.16,8.991825613079012,3200,3540925704.4
AMEX:SPTL,SPTL,26.21,0.152846771111957,2650906,
AMEX:SPTM,SPTM,68.61,-0.11646527878875863,268595,
NASDAQ:SPTN,SPTN,19.1,-0.05232862375718478,198491,646462632.9999999
AMEX:SPTS,SPTS,29.16,0,2098394,
OTC:SPTY,SPTY,0.453175,-17.303832116788328,700,6168999.000000001
AMEX:SPUC,SPUC,38.4622,-0.4320576974353486,485,
AMEX:SPUS,SPUS,39.53,0.15201418799088492,142848,
AMEX:SPUT,SPUT,24.74,0.08090614886731219,4656,
AMEX:SPUU,SPUU,131.38,-0.1899263085922662,71962,
AMEX:SPVM,SPVM,56.8782,-0.14956972371733496,2745,
AMEX:SPVU,SPVU,50.1584,0.09039552532171717,6596,
NASDAQ:SPWH,SPWH,1.79,-1.6483516483516498,174509,68534491
AMEX:SPWO,SPWO,22.686,0.269613259668508,110749,
NASDAQ:SPWR,SPWR,1.81,3.4285714285714315,506086,145098868
NYSE:SPXC,SPXC,148.9,-0.3079807177289823,198734,6954586355
OTC:SPXCF,SPXCF,11.1,-2.417582417582421,917,11886255556.9375
OTC:SPXCY,SPXCY,22.28,0.08984725965857848,9036,11856443543.0001
AMEX:SPXE,SPXE,60.9486,-0.08327950766729246,1658,
AMEX:SPXL,SPXL,134.52,-0.5029585798816408,3286951,
AMEX:SPXN,SPXN,59.8614,-0.0824559177977903,686,
AMEX:SPXS,SPXS,6.23,0.4838709677419395,69536695,
OTC:SPXSF,SPXSF,80.1,0.5649717514124151,296,5898254581.241883
OTC:SPXSY,SPXSY,41.15,0.25972507150967084,11601,6009727911.020499
AMEX:SPXT,SPXT,90.2407,-0.149155468019539,1276,
AMEX:SPXU,SPXU,22.35,0.4494382022471974,10009805,
AMEX:SPXV,SPXV,61.3464,0.030491931052367204,42,
NYSE:SPXX,SPXX,16.62,-0.4790419161676545,53092,298495200
AMEX:SPY,SPY,564.34,-0.1274200969808363,37602814,
AMEX:SPYC,SPYC,37.3171,-0.14209182717778737,3440,
AMEX:SPYD,SPYD,42.2,0.14238253440911788,473239,
AMEX:SPYG,SPYG,84.05,-0.17814726840855782,1428398,
CBOE:SPYH,SPYH,49.777,-0.3961980990495256,1568,
CBOE:SPYI,SPYI,47.95,-0.06252605252187168,836976,
NASDAQ:SPYQ,SPYQ,23.18,-0.2671875605044335,8971,
OTC:SPYR,SPYR,1e-06,0,600,350.673
AMEX:SPYT,SPYT,16.95,-0.35273368606703276,57280,
AMEX:SPYU,SPYU,31.4,-0.6957621758380848,1238670,
AMEX:SPYV,SPYV,49.71,-0.02011263073209576,2120724,
AMEX:SPYX,SPYX,46.365,-0.0969618616677324,33380,
OTC:SPZI,SPZI,0.0019,5.555555555555558,3229229,
OTC:SQCF,SQCF,14,0,1000,40394396
AMEX:SQEW,SQEW,31.03,0.17982650132529754,12972,
NASDAQ:SQFT,SQFT,0.658,6.129032258064521,8124,9313352.999999998
NASDAQ:SQFTP,SQFTP,14.03,0.07204045677928911,1049,9313353
NASDAQ:SQLV,SQLV,37.74,-0.026490066225160293,1201,
NYSE:SQM,SQM,34.86,1.7216224102713635,706891,9635062018.31379
CBOE:SQMX,SQMX,30.8957,0.032377443282818795,5,
OTC:SQNNY,SQNNY,29.86,5.140845070422539,215,6955427925.115956
NYSE:SQNS,SQNS,1.59,5.298013245033117,48552,40366171
OTC:SQNXF,SQNXF,58.25,2.1929824561403506,655,6963952999.115285
NASDAQ:SQQQ,SQQQ,28.8,0.27855153203343264,76275034,
OTC:SQZB,SQZB,0.028,0,151,825752
OTC:SQZZF,SQZZF,1.56,-6.586826347305381,300,613121222.1582735
NYSE:SR,SR,74.66,-0.4798720341242328,336715,4406200195.000001
NYSE:SR/PA,SR/PA,24.15,-0.1653575857792588,8878,4406200195
NASDAQ:SRAD,SRAD,23.07,2.3059866962305966,2125983,7173654813.000001
OTC:SRAFF,SRAFF,0.22,-2.222222222222224,1068,225137606.13793105
OTC:SRAX,SRAX,0.25,-34.21052631578947,9008,7359565
OTC:SRBCF,SRBCF,0.0043,-77.04217832354512,5000,10974873.989160001
OTC:SRBIF,SRBIF,2.05,0.24449877750610727,9869,187419080.5298013
NASDAQ:SRBK,SRBK,13.05,-0.7604562737642558,29356,110644381.99999999
OTC:SRCAF,SRCAF,0.11538,91.34328358208955,1000,2990769.4176923074
NASDAQ:SRCE,SRCE,61.04,-0.7318263132216667,107840,1499320054
OTC:SRCGF,SRCGF,0.03645,10.790273556231018,5005,8126410.859999999
OTC:SRCH,SRCH,0.0046,-17.562724014336915,55000,1589760
OTC:SRCO,SRCO,0.1525,1.6666666666666683,18000,6048814
OTC:SRCRF,SRCRF,0.095,0,91550,19006151.615384612
NASDAQ:SRDX,SRDX,26.76,-1.6538037486218276,37501,382648357.99999994
NYSE:SRE,SRE,75.42,-0.461924244423907,3066382,49186686537
NYSE:SREA,SREA,20.71,0.3877847794474157,29229,49186686537
OTC:SREMF,SREMF,0.37435,13.43939393939394,100,33776663.55542857
NASDAQ:SRET,SRET,20.56,0.6363191385217768,12466,
NYSE:SRFM,SRFM,2.68,7.200000000000006,244370,51669488
NYSE:SRG,SRG,2.96,0.3389830508474504,141887,166720830
NYSE:SRG/PA,SRG/PA,22.3851,1.6580381471389727,1500,166720830
OTC:SRGHY,SRGHY,15.54,-1.3646461440812543,5616,8509711086.129601
OTC:SRGXF,SRGXF,0.0794,5.866666666666669,70050,23103805.503636364
OTC:SRGZ,SRGZ,0.04,12.994350282485875,130000,3891632
OTC:SRHBY,SRHBY,9.65,11.303344867358712,300,1557610777.7010002
AMEX:SRHQ,SRHQ,35.8172,0.49127296090858985,600,
AMEX:SRHR,SRHR,54.9406,0.6903832020805087,349,
OTC:SRHYY,SRHYY,0.15765,3.03921568627452,3100,210060752.90739003
NYSE:SRI,SRI,4.53,1.7977528089887655,396272,126143711
OTC:SRKE,SRKE,0.2769,0,750,60292
OTC:SRKZF,SRKZF,0.0299,40.375586854460096,6829,1637090.78
NYSE:SRL,SRL,7.39,-1.8592297476759703,4066,109536435
AMEX:SRLN,SRLN,40.87,0.0979671809943648,2083816,
OTC:SRLZF,SRLZF,0.1121,1.381905003074921,87638,27897123.045999996
NASDAQ:SRM,SRM,0.4186,-6.7706013363028905,251550,7218175.146000001
OTC:SRMKF,SRMKF,51.38,6.841339155749634,198,
OTC:SRMX,SRMX,0.0002,33.33333333333336,1703078,1916130
OTC:SRNE,SRNE,0.0021,61.53846153846153,5427,1157690.0000000002
OTC:SRNN,SRNN,10.8,0,450,8715600
OTC:SRNW,SRNW,0.139,0,60091,6811814.957
AMEX:SROI,SROI,29.6825,-0.2097838621074545,2503,
OTC:SROYF,SROYF,1.4223,0.1619718309859133,10308,100380901.4638806
NASDAQ:SRPT,SRPT,36.27,-0.6845564074479736,6625629,3564507957
OTC:SRRCF,SRRCF,0.2391,1033.1753554502368,250,4312904.928
OTC:SRRE,SRRE,0.1911,-21.680327868852462,175,13127027
NASDAQ:SRRK,SRRK,30.67,-1.0325911584381955,846172,2909363714.0000005
OTC:SRRRF,SRRRF,0.5955,-0.13416065738722502,1500,27144513.333
OTC:SRRTF,SRRTF,10.5262,-0.012348610781292072,5998,630418026.31584
AMEX:SRS,SRS,48.2,-1.290190456686454,29529,
OTC:SRSG,SRSG,0.117225,0.4498714652956278,820,878988.7961992136
OTC:SRTOY,SRTOY,22.21,-2.5021949078138728,118,22126123844.034748
NASDAQ:SRTS,SRTS,4.49,0.4474272930648874,75337,74064323
OTC:SRTSF,SRTSF,13.94,0.5046863734679184,750,891562567.2557803
OTC:SRTTY,SRTTY,8.89,-17.07089552238806,6416,9964707476.690735
AMEX:SRTY,SRTY,21.8,0.6928406466512801,1316272,
OTC:SRUTF,SRUTF,1e-06,0,74977,5233957.31016
OTC:SRUUF,SRUUF,15.68,-0.8222643896268234,266472,4219003668.614328
NYSE:SRV,SRV,40.17,0.4752376188094168,16573,173574570
AMEX:SRVR,SRVR,31.19,0.45088566827697446,38856,
AMEX:SRXH,SRXH,0.6879,29.792452830188665,96026861,24116883
NASDAQ:SRZN,SRZN,8.35,-3.901484635746351,19571,70929779.99999999
OTC:SSAAF,SSAAF,6.96,33.325670938451815,300,6908432728.3529415
OTC:SSAAY,SSAAY,2.99,-1.644736842105257,898,6013099846.7584
OTC:SSABF,SSABF,6.5,-5.454545454545454,1500,6489134788.192791
NYSE:SSB,SSB,88.74,-1.0702341137123834,649959,9006521442
NASDAQ:SSBI,SSBI,9.55,0.4206098843322915,10484,63761149.21527042
NASDAQ:SSBK,SSBK,35.33,-0.5629045876723975,13485,350604620
OTC:SSBP,SSBP,9,2.2727272727272645,100,20512719
NYSE:SSD,SSD,157.49,0.28655119714723454,244484,6610554425.999999
OTC:SSDOY,SSDOY,16.79,3.1326781326781203,248004,6773803867.408136
OTC:SSDRF,SSDRF,90.4119,-0.5648580431232126,1471,
OTC:SSEBF,SSEBF,0.00414,-20.38461538461539,255,1341992.592
OTC:SSEEF,SSEEF,73.2433,1.0582769815788198,1053,
OTC:SSEHF,SSEHF,42.48,0.876016062273359,139,
OTC:SSET,SSET,0.00475,11.76470588235293,26091,85139.00000000001
OTC:SSEUF,SSEUF,58.6617,2.065611706060956,2334,
OTC:SSEXF,SSEXF,41.0256,5.441498493898482,2500,
OTC:SSEZF,SSEZF,23.696,5.785714285714299,154,26049608774.647026
OTC:SSEZY,SSEZY,22.91,0.955797136574549,40498,24716735293.468998
AMEX:SSFI,SSFI,21.2078,0.17855455833725634,1882,
AMEX:SSG,SSG,23.28,1.217391304347831,51250,
OTC:SSGBF,SSGBF,115.2,-0.1692443279752322,476,
OTC:SSGC,SSGC,0.29,3.5714285714285547,121979,51940584
OTC:SSGMF,SSGMF,63.5382,4.619250223931724,228,
OTC:SSGXF,SSGXF,55.7221,0.12955974842767107,4000,
OTC:SSHT,SSHT,0.51,-1.009316770186332,2000,56050770
NASDAQ:SSII,SSII,10.09,-0.3948667324777978,68619,1953013785
NASDAQ:SSKN,SSKN,2.46,-1.6000000000000014,11635,10261057
NYSE:SSL,SSL,3.57,1.4204545454545403,652478,2236670305.6524
OTC:SSLCF,SSLCF,0.32,-4.4776119402985115,100000,28778843.534883723
OTC:SSLLF,SSLLF,42.5954,7.050515204825331,250,1277861994.3447425
OTC:SSLZY,SSLZY,3.87,0.25906735751295934,176538,12564545721.71499
OTC:SSMXF,SSMXF,17.25,6.2192118226601085,400,10757098525.99821
OTC:SSMXY,SSMXY,18.24,0.5235602094240775,45729,11351455969.75581
NASDAQ:SSNC,SSNC,77.61,-0.12868356710847295,1256769,19143467775
AMEX:SSO,SSO,82.09,-0.27939747327501185,1696501,
OTC:SSOK,SSOK,0.1201,-4.336328299241693,491,733434.9999999999
NASDAQ:SSP,SSP,2.32,-10.424710424710426,742698,203100155
OTC:SSPLF,SSPLF,0.071,-4.825737265415557,500,12000790.870588234
OTC:SSPPF,SSPPF,2.08,-3.255813953488365,100,1663535391.4445133
AMEX:SSPX,SSPX,27.6665,-0.19120113999170554,3215,
AMEX:SSPY,SSPY,77.8734,-0.19301753306674507,6,
OTC:SSREF,SSREF,178.25,0.9171714884221279,236,51764757364.3291
OTC:SSREY,SSREY,45.34,0.4875886524822828,23897,52167162213.01354
OTC:SSRGF,SSRGF,11,-12.350597609561758,100,2353346481.77844
NASDAQ:SSRM,SSRM,11.59,7.513914656771805,3009227,2350196852.9950523
OTC:SSRSF,SSRSF,0.0359,21.48900169204738,3500,518417.54
OTC:SSSEF,SSSEF,58.32,8.100092678405927,110,
OTC:SSSGY,SSSGY,42.51,0.9498931370220817,120,16138788583.80627
NASDAQ:SSSS,SSSS,5.27,1.9342359767891615,78704,124118296
NASDAQ:SSSSL,SSSSL,24.5,0.6573541495480696,647,124118296
NYSE:SST,SST,0.44,8.134676824772676,268544,41308272.00000001
NASDAQ:SSTI,SSTI,15.68,-0.381194409148669,16351,198604370
NYSE:SSTK,SSTK,18.62,-0.7462686567164208,217537,656423998.9999999
OTC:SSTT,SSTT,0.0001,0,645,9950.980000000001
OTC:SSUMF,SSUMF,25.04,-1.8039215686274546,4045,30288102177.73781
OTC:SSUMY,SSUMY,25.07,-0.9873617693522907,62418,30230583813.729992
OTC:SSUNF,SSUNF,0.0001,0,275,38754.9
AMEX:SSUS,SSUS,41.1231,-0.04107924161400023,17251,
OTC:SSVFF,SSVFF,0.141,0.714285714285695,31233,46533251.72857143
OTC:SSVRF,SSVRF,0.20332,3.418107833163786,90126,24718948.70317241
AMEX:SSXU,SSXU,30.27,0.56478405315614,947,
AMEX:SSY,SSY,0.914051,2.1228981621138407,398,6435470
OTC:SSYRF,SSYRF,0.0315,-15.322580645161283,13838,524068.30000000005
NASDAQ:SSYS,SSYS,11,-1.1680143755615524,729430,789607597.0000001
NYSE:ST,ST,25.55,13.757791629563668,2991551,3737714674.9999995
NASDAQ:STAA,STAA,19.42,-0.5632360471070119,970771,961797462
OTC:STAB,STAB,0.0001,0,3980,7142
NYSE:STAG,STAG,34.61,2.215002953337271,1923914,6597251292
NASDAQ:STAI,STAI,1.42,-2.739726027397263,567499,34768191
NASDAQ:STAK,STAK,2.11,-9.051724137931034,35390,
OTC:STAL,STAL,0.0003,-25.00000000000001,849144,285565.99999999994
AMEX:STAX,STAX,25.17,0.07952286282307407,25,
NASDAQ:STBA,STBA,37.6,-0.7391763463569195,78039,1441220346
OTC:STBBF,STBBF,92.36,11.049657328363589,100,10918982094.200487
CBOE:STBF,STBF,25.25,-0.07914523149980046,7105,
OTC:STBFY,STBFY,17.48,1.8648018648018665,6757,10826128326
OTC:STBI,STBI,18,0.0555864369094028,587,43992000
OTC:STBK,STBK,9.75,0,1900,68811689
OTC:STBMF,STBMF,0.16,7.816711590296495,5000,173255426
OTC:STBXF,STBXF,0.24,-4.038384646141543,14141,141550
NYSE:STC,STC,63.74,-1.23954136969322,155698,1779583528
OTC:STCB,STCB,0.037,-17.77777777777778,2000,23954973
AMEX:STCE,STCE,40.08,0.6276675872457946,24799,
OTC:STCGF,STCGF,7.59,0,165,81392308.99710982
OTC:STCO,STCO,1e-06,0,139333,217
OTC:STCUF,STCUF,0.397,7.297297297297304,1329,
NYSE:STE,STE,226.43,0.25236872398830834,511900,22246924715
OTC:STEAF,STEAF,0.7568,1.8847603661820156,6000,87709512.45196117
NASDAQ:STEC,STEC,1.15,10.576923076923064,86063,32199999
OTC:STEK,STEK,0.02035,-11.521739130434781,233031,2742249.0000000005
NYSE:STEL,STEL,26.33,-0.6040015100037756,214545,1355288695
NYSE:STEM,STEM,0.5356,-3.0588235294117694,3010215,89101764
NASDAQ:STEP,STEP,54.78,-1.0119262739429025,382392,6353219121
OTC:STEV,STEV,0.0022,0,215050,1251996.0000000002
NYSE:STEW,STEW,17.34,0.34722222222221477,144110,1673414040
NASDAQ:STFS,STFS,1.23,-1.6000000000000014,145439,13345500
NYSE:STG,STG,5.3,-0.9345794392523332,1330,71647841
OTC:STGDF,STGDF,0.0899,798.9999999999999,285,699952.8414
OTC:STGPF,STGPF,2.25,5.140186915887844,500,12349447980.07322
NASDAQ:STGW,STGW,4.87,-2.5025025025025025,2638148,2042144261
OTC:STGYF,STGYF,6.345,0.15785319652722632,10280,429290173.13651884
OTC:STGZ,STGZ,0.02,-33.33333333333333,92750,2474773
OTC:STHC,STHC,0.0001,0,30000,11405.999999999998
OTC:STHFF,STHFF,0.0096,-4.000000000000011,17300,978326.3999999999
AMEX:STHH,STHH,48.94,3.11102870843639,874,
OTC:STHI,STHI,0.016,-12.328767123287664,4060,1862437
NASDAQ:STHO,STHO,6.53,-0.3053435114503752,99038,86976674
OTC:STHRF,STHRF,18.95,0.3707627118644083,1147,4059764697.598546
NASDAQ:STI,STI,0.1036,-34.263959390862944,24960397,14073601
NASDAQ:STIM,STIM,4.43,-4.731182795698938,817667,291584108.00000006
AMEX:STIP,STIP,102.67,0.08773640085787035,521479,
OTC:STIXF,STIXF,1e-06,-99,2000,81.00000000000001
OTC:STJO,STJO,0.031,-8.823529411764714,48350,1692265
OTC:STJPF,STJPF,13.5001,22.17285067873302,500,7159892982.849996
NYSE:STK,STK,28.54,0.563777307963355,28243,492851552
OTC:STKAF,STKAF,3.63,-0.41152263374485937,752,8601393177.81049
NASDAQ:STKH,STKH,3.08,5.119453924914672,116357,2480595
OTC:STKKF,STKKF,0.3085,54.249999999999986,150,348522185.75732
NASDAQ:STKL,STKL,6.08,4.288164665523156,2383980,714657252
NASDAQ:STKS,STKS,3.87,9.94318181818182,168745,119593831
OTC:STKXF,STKXF,0.1,-4.942965779467677,22650,4159492.1428571427
NYSE:STLA,STLA,9.83,-0.5060728744939342,17687733,36832055413.4932
NASDAQ:STLD,STLD,130.51,0.6788552032708444,753897,19563027189
OTC:STLJF,STLJF,52.6475,1.1090839254849252,435,2924822548.7124424
OTC:STLNF,STLNF,0.2,66.66666666666669,98923,4664986.93332
OTC:STLRF,STLRF,0.7773,3.639999999999999,10250,96337689.69666666
OTC:STLXF,STLXF,0.06858,24.959002951787472,2000,2630235.024
NYSE:STM,STM,23.93,3.3246977547495664,5882572,21367666929.730858
OTC:STME,STME,0.22,-43.575275711720955,1415,4359580.000000001
OTC:STMEF,STMEF,23.915,2.2008547008547032,2416,21450897488.3426
OTC:STMH,STMH,0.0001,9900.000000000002,160,1241510.62056
OTC:STMZF,STMZF,12.6,0.7355292612727896,1889,14846622450.619999
NYSE:STN,STN,94.36,0.5327082889409759,135849,10763361226.978226
NASDAQ:STNC,STNC,29.34,-0.45058494611981076,8,
NASDAQ:STNE,STNE,13.65,-1.1585807385952218,10536575,3706549485.0000005
NYSE:STNG,STNG,41.12,1.0816125860373593,626906,2097789738.9999998
OTC:STNRF,STNRF,0.0521,8.541666666666666,500,2586647.5381818186
OTC:STOCF,STOCF,0.0045,-40,2000,2971089.0000000005
OTC:STOHF,STOHF,22.67,1.88764044943821,50670,61989066378.62532
NASDAQ:STOK,STOK,9.36,3.42541436464087,1197328,511027223.99999994
OTC:STOSF,STOSF,3.915,15.486725663716811,1000,12686485694.63614
CBOE:STOT,STOT,47.05,0.021258503401356314,16221,
OTC:STPGF,STPGF,0.642,4.534722787592615,18387,162315063.1054945
AMEX:STPZ,STPZ,53.66,0.07459903021260565,153880,
NYSE:STR,STR,17.85,-0.778210116731501,889646,2693724167
NASDAQ:STRA,STRA,89.26,1.2018140589569186,221060,2156810722
NASDAQ:STRF,STRF,93.97,-0.3499469777306451,195513,113743869004
OTC:STRFF,STRFF,0.1624,3.0456852791878166,11000,11783028.718222221
OTC:STRG,STRG,0.0016,0,171,4589
OTC:STRH,STRH,0.02065,3.508771929824575,91000,3685198.9999999995
NASDAQ:STRK,STRK,92.65,0.7700506841269634,227525,113743869004
NASDAQ:STRL,STRL,177.74,-0.9363504626017047,495289,5405484084
NASDAQ:STRM,STRM,2.5946,-2.429302045728038,1821,11238030
OTC:STRNY,STRNY,35.98,0.8973639932697709,22338,10671778831.5139
NASDAQ:STRO,STRO,0.8715,-9.057706355003651,1051368,73608081
OTC:STRPF,STRPF,0.28802,2.864285714285704,11476,16617941.221609758
NASDAQ:STRR,STRR,2.49,5.984506682557251,35534,7982522
OTC:STRRF,STRRF,0.2112,-1.7674418604651152,10000,43464517.888000004
NASDAQ:STRRP,STRRP,9.2641,-0.493018259935568,106,7982522
NASDAQ:STRS,STRS,19.39,-4.009900990099004,4477,156533467
NASDAQ:STRT,STRT,39.92,9.07103825136612,30192,166554891
NYSE:STRV,STRV,36.46,-0.1642935377875199,61049,
AMEX:STRW,STRW,10,0,27821,122536192
NASDAQ:STRZ,STRZ,12.34,18.31255992329818,877146,1925509330
OTC:STSBF,STSBF,0.33,9.98166972171306,1000,19984049.441860467
OTC:STSN,STSN,0.0057,0,61489,502403.99999999994
NASDAQ:STSS,STSS,4.73,-6.3366336633663245,157115,4820239.000000001
NYSE:STT,STT,93.81,-0.2657877950244525,1422188,26752886148
